"emp_no","salary"
495823,75508
495824,73434
495826,40000
495832,67296
495841,40146
495844,69457
495852,65971
495855,40000
495856,40000
495857,61685
495858,41978
495863,40954
495864,55706
495865,40000
495871,40000
495872,40000
495875,52557
495876,40028
495878,40000
495880,66593
495895,46325
495900,61545
495901,57276
495909,58014
495910,70218
495917,40000
495920,61650
495926,61939
495928,40000
495931,40000
495944,40918
495952,65626
495957,84324
495959,48665
495960,51292
495963,55316
495970,64109
495976,45781
495977,58158
495985,57650
495987,45659
495994,40168
495999,40000
496012,40596
496017,50839
496019,46910
496020,58868
496031,40000
496033,40000
496041,70506
496043,40000
496049,41178
496057,40000
496058,43515
496061,73087
496064,40000
496068,78618
496070,92671
496079,57885
496086,46187
496087,63711
496089,52336
496099,66097
496104,64221
496106,62079
496111,74354
496118,52359
496120,56118
496131,86874
496136,40000
496140,44509
496147,49993
496148,40000
496151,47981
496163,64973
496164,56951
496165,52960
496167,40000
496172,50513
496173,76881
496175,64939
496177,49324
496179,47220
496184,40000
496188,47664
496190,40000
496192,67651
496193,67482
496207,52655
496208,40000
496210,56719
496221,40000
496222,52943
496228,45426
496230,40000
496234,60257
496240,56364
496249,57965
496251,50009
496253,45866
496254,82757
496255,40000
496256,48744
496257,81334
496266,40000
496267,40000
496275,58323
496280,62232
496281,40104
496284,43777
496285,57926
496287,60677
496288,51609
496294,44897
496301,40000
496306,87608
496310,40000
496312,41184
496315,82423
496320,58944
496332,57343
496337,40000
496342,62620
496344,41109
496346,61238
496350,67685
496354,89919
496356,42159
496357,42715
496363,71484
496364,40000
496366,40000
496371,40000
496373,54475
496374,72578
496379,40146
496384,40000
496387,40000
496392,48945
496403,40000
496404,55743
496410,40000
496419,66020
496421,40000
496424,74852
496426,69272
496430,57752
496431,61798
496439,51903
496441,46428
496449,40000
496462,43502
496468,54055
496469,63299
496474,40000
496476,40000
496480,51439
496482,70321
496483,40000
496492,41568
496497,94587
496498,42828
496500,60320
496501,64913
496502,44249
496507,67345
496514,40000
496515,40000
496516,49394
496517,54923
496518,40000
496529,40000
496534,56906
496538,40000
496546,53889
496547,40000
496550,40000
496554,42863
496555,63276
496562,47652
496564,59886
496570,61151
496571,40000
496576,40000
496577,40000
496580,49112
496581,48994
496588,51020
496591,40000
496593,66343
496596,96845
496601,60877
496602,40000
496605,40000
496607,40000
496614,70126
496617,57384
496621,41410
496623,83404
496629,52682
496633,40000
496636,40000
496638,64667
496645,40000
496648,84336
496653,65465
496659,50105
496672,40000
496677,41352
496682,57653
496687,40000
496693,40000
496694,63222
496695,44888
496697,40000
496700,52190
496704,76436
496706,61368
496708,40000
496711,58004
496712,46237
496717,40000
496718,40000
496722,72266
496723,40000
496726,45131
496731,58325
496732,48063
496736,74475
496737,46515
496738,65446
496739,64953
496740,54424
496751,71390
496756,76421
496760,43193
496762,84423
496767,82745
496768,40000
496769,40000
496776,40000
496782,40000
496786,40000
496787,50041
496788,40442
496791,43972
496799,75564
496804,55078
496812,70456
496819,40000
496821,40000
496826,55389
496827,61606
496832,43097
496834,40000
496844,74692
496852,40000
496853,40000
496854,52209
496857,42493
496859,98035
496862,70072
496870,82291
496882,56434
496883,77597
496884,40000
496885,40000
496888,40000
496899,45477
496900,48348
496908,54906
496910,44886
496912,48348
496916,55097
496918,46206
496931,57559
496932,40000
496937,70756
496939,44044
496941,53727
496942,40188
496944,40000
496945,57760
496950,42977
496951,45420
496956,51003
496961,40000
496962,59969
496964,63211
496966,54077
496968,53220
496972,62501
496975,60346
496981,40000
496983,59861
496992,48318
496995,50146
496999,63395
497002,43509
497003,70696
497007,42380
497020,88224
497031,40000
497032,40000
497034,40000
497044,77360
497046,40000
497048,50885
497061,42068
497063,70352
497068,52810
497074,63928
497082,40000
497084,40000
497092,40000
497101,60262
497103,47891
497105,55168
497107,40000
497112,40000
497117,40000
497118,57465
497119,70885
497121,50253
497124,76760
497129,40000
497133,40000
497135,71056
497136,40000
497137,40000
497139,49591
497146,40000
497149,64854
497160,83225
497184,40000
497187,75642
497188,70233
497200,50759
497205,40000
497206,54385
497214,40000
497226,40000
497227,61964
497228,63563
497230,48742
497231,40000
497234,63188
497235,68953
497237,71145
497239,46268
497242,40000
497250,54477
497251,52995
497252,40000
497264,47868
497268,45488
497269,40000
497278,48772
497287,47746
497291,40000
497300,56616
497301,47528
497302,40000
497306,40000
497308,78556
497311,64720
497313,68733
497315,69961
497316,40000
497321,63160
497327,81060
497329,40000
497332,55669
497334,69360
497336,49521
497337,40000
497340,62550
497345,78820
497348,40000
497350,92020
497357,53803
497364,79542
497365,40000
497366,40000
497378,63861
497384,45790
497385,40000
497387,46299
497394,73827
497395,77953
497396,40000
497408,44689
497425,40000
497437,40000
497442,84028
497451,52786
497455,40000
497462,49966
497464,40116
497465,55683
497473,54876
497476,67744
497510,51683
497512,40000
497515,56965
497517,40000
497524,40000
497532,40000
497535,44939
497544,58229
497548,40000
497555,48971
497557,44831
497558,78788
497564,40000
497569,62463
497574,70975
497576,40000
497577,40000
497583,45746
497587,40000
497592,100941
497594,71284
497602,40000
497612,40000
497613,63576
497618,52550
497623,82742
497624,47002
497628,40000
497634,63627
497635,61147
497639,40959
497641,67056
497648,69234
497651,82224
497654,40000
497658,50492
497662,47369
497666,56585
497668,40000
497670,40000
497676,78702
497677,44698
497678,43465
497686,72199
497688,40000
497689,58016
497690,40000
497692,40000
497694,53469
497696,62644
497697,40000
497701,54027
497703,42413
497708,40000
497713,40006
497714,47202
497715,48925
497717,60432
497718,41592
497720,40000
497721,40000
497730,40000
497737,43656
497738,40000
497741,40000
497753,41465
497754,45049
497757,58383
497758,49752
497759,41854
497761,71430
497764,63632
497765,40000
497770,66599
497772,40000
497773,83286
497775,77083
497782,40000
497783,49564
497785,49987
497791,56133
497792,40000
497796,69801
497797,40330
497799,45228
497802,40000
497804,75010
497805,57961
497810,40000
497814,60716
497819,51031
497824,51857
497825,40000
497829,48269
497831,59133
497834,44809
497840,40000
497843,40000
497851,47079
497856,51696
497860,69446
497864,40000
497867,58760
497870,64160
497875,40000
497877,40000
497880,40000
497882,69291
497884,54633
497886,72798
497894,55053
497895,50513
497902,46942
497903,47409
497906,40320
497907,68541
497909,40000
497911,50567
497918,58443
497925,81735
497931,55179
497935,40000
497936,40000
497939,46526
497940,40000
497941,40000
497942,74466
497943,43979
497945,40000
497949,44196
497951,40000
497954,47031
497957,40000
497958,40000
497959,86352
497960,46076
497961,48877
497968,41097
497970,55678
497971,53174
497972,57736
497973,44054
497976,54556
497983,56397
497985,60430
497986,40000
497991,40000
497993,52012
497994,40000
497996,47699
498001,67770
498005,68879
498010,54961
498013,54757
498015,40000
498017,73320
498020,42517
498021,59989
498024,40000
498025,43727
498026,59605
498027,91161
498036,73602
498037,40000
498043,84423
498057,94290
498061,63128
498062,51655
498063,59041
498069,45757
498075,40000
498083,48967
498086,56989
498091,65323
498092,40000
498100,60735
498101,73795
498108,62561
498115,56855
498118,40000
498122,62693
498123,40000
498125,40000
498130,41795
498133,40000
498134,48656
498144,40000
498159,40000
498163,48217
498168,58685
498174,64641
498175,63153
498177,40000
498182,40000
498184,49815
498185,40000
498186,40000
498187,48424
498190,40000
498194,40000
498197,62194
498198,40000
498200,48758
498204,50087
498212,60946
498213,54708
498215,44132
498216,44744
498221,43919
498223,41721
498224,43647
498226,40000
498229,40000
498235,64177
498238,75222
498246,40000
498249,68804
498250,57009
498251,40000
498263,40000
498265,40000
498267,48924
498272,40000
498274,46559
498278,40000
498279,54368
498280,40000
498284,64896
498287,76629
498289,51219
498292,62624
498300,42687
498322,40000
498327,77927
498332,44221
498333,56171
498334,40000
498336,59576
498340,41379
498344,40000
498350,68454
498351,45297
498368,80533
498371,78297
498373,40000
498374,62060
498375,40000
498377,40000
498381,95395
498385,40000
498391,57833
498395,74188
498397,44489
498403,45477
498406,40893
498409,45439
498412,40000
498421,48609
498422,48888
498423,54660
498426,40169
498429,69301
498431,62586
498434,40000
498440,83302
498441,40000
498454,69787
498456,40000
498463,51067
498464,62920
498467,103391
498477,59162
498492,52729
498493,67693
498494,53025
498496,68275
498501,74431
498503,40000
498510,71723
498511,40000
498514,52562
498517,48612
498521,49371
498528,82626
498533,79097
498534,40000
498539,72603
498540,80435
498542,59703
498543,41777
498544,53320
498545,40610
498546,59257
498547,52928
498561,40000
498573,40000
498582,62172
498584,74167
498589,79923
498593,40000
498606,81587
498607,82149
498609,68439
498612,50145
498613,91907
498614,40000
498617,48518
498618,76111
498631,64554
498637,40000
498641,40000
498648,61081
498649,50180
498652,76375
498658,68967
498662,65496
498667,44804
498670,69027
498674,40000
498675,40000
498691,45393
498692,42949
498700,51942
498703,40000
498704,73529
498706,41068
498714,40000
498716,40000
498717,93126
498719,64073
498721,77136
498723,48400
498729,52778
498732,40000
498737,60051
498739,40000
498740,42245
498741,40000
498745,61398
498747,59094
498749,56100
498755,40000
498757,86766
498758,48856
498762,43623
498766,41395
498768,54724
498775,56935
498777,40000
498778,70926
498781,59475
498782,58252
498796,45723
498797,55680
498799,42702
498801,77551
498806,40000
498809,55371
498811,40000
498812,40000
498816,53399
498818,64204
498821,66368
498823,40000
498825,40000
498834,71474
498836,74094
498843,48445
498844,40000
498846,40000
498850,70883
498853,40000
498854,46344
498858,40000
498866,40000
498870,40000
498871,64987
498876,59490
498878,40000
498887,40000
498889,87715
498891,53615
498892,56922
498894,61736
498901,100447
498908,58273
498910,66849
498912,54851
498920,46299
498937,40000
498938,59917
498951,49732
498963,82242
498965,40000
498976,40000
498985,44383
498986,40000
498990,54960
498992,51542
498995,44364
498996,78150
498998,78245
498999,52486
499000,43095
499002,55776
499011,40000
499019,57923
499028,59948
499029,40000
499030,52729
499032,60747
499036,60715
499039,65310
499051,52978
499056,40000
499058,78804
499075,44243
499078,54195
499080,40080
499081,41775
499084,63479
499087,51583
499088,59413
499094,46732
499097,66946
499102,99654
499108,40000
499120,62487
499129,47513
499134,40000
499138,40000
499144,68398
499147,78366
499150,77470
499154,55274
499157,40712
499158,70896
499167,40000
499169,48002
499172,40000
499174,40000
499176,45113
499177,40000
499180,65241
499181,83805
499185,44336
499188,76471
499190,81635
499194,61589
499204,47948
499220,58252
499224,40000
499230,40000
499238,53441
499239,45726
499240,51771
499250,40000
499251,86150
499254,67412
499259,90608
499263,42171
499265,66034
499269,66743
499271,68272
499275,94324
499284,88426
499285,40000
499289,50552
499292,61862
499295,48616
499298,40000
499300,40000
499303,69128
499305,68085
499307,40000
499309,40000
499312,71738
499316,43662
499317,40000
499320,42322
499321,71600
499323,40000
499334,40223
499348,48017
499349,40000
499354,40000
499357,40000
499370,79068
499373,47758
499385,45164
499393,74385
499395,51657
499402,48809
499406,40000
499409,54294
499421,52414
499433,40000
499434,54365
499438,40000
499442,40000
499443,64515
499445,61011
499457,40000
499461,40000
499462,40910
499469,62159
499475,40000
499478,40000
499480,65851
499482,58210
499483,77107
499488,41002
499491,67618
499501,61345
499511,42278
499518,54393
499521,40000
499522,45110
499523,57750
499528,40850
499538,55905
499539,40000
499542,89037
499543,48968
499545,40000
499547,56197
499548,50281
499552,51705
499556,57485
499568,40000
499572,81197
499576,42264
499578,48636
499581,51445
499584,53821
499588,45270
499589,62081
499593,58087
499597,62386
499601,42549
499602,55411
499604,54239
499611,53568
499612,49492
499614,40000
499622,63490
499626,40000
499633,45860
499638,73245
499640,61975
499641,71531
499644,40000
499647,40000
499648,40000
499649,40000
499652,45566
499655,66253
499659,64374
499660,55686
499662,52895
499663,64716
499665,49557
499667,53991
499674,70812
499681,59379
499687,50008
499690,41102
499691,57650
499693,47517
499696,40000
499697,59716
499698,80205
499699,61238
499703,40000
499704,71028
499707,40000
499709,40000
499721,40000
499727,98876
499739,40000
499743,40000
499748,40000
499764,78557
499766,65061
499768,48419
499769,40000
499781,44848
499782,40000
499785,40000
499791,70434
499793,85914
499798,41960
499801,52684
499805,40000
499806,40000
499807,93451
499815,50517
499817,77745
499820,93449
499821,40101
499822,40000
499833,45752
499834,68713
499835,40000
499837,62348
499838,40000
499839,40000
499843,60462
499844,50896
499845,80470
499854,44532
499867,40000
499871,50602
499874,40000
499878,55359
499881,67767
499882,47815
499886,40000
499895,73056
499897,44240
499898,40000
499904,40000
499910,56735
499912,40000
499913,71115
499919,80235
499923,42799
499927,70546
499931,48240
499935,50362
499940,43417
499950,54788
499951,40000
499952,48431
499958,50415
499962,50158
499965,59375
499970,99187
499973,40000
499978,40000
499979,47933
499980,90395
499981,42720
499984,40000
499986,91988
499992,43005
499994,40000
499999,63707
10015,40000
10022,40000
10032,48426
10033,51258
10040,52153
10052,57212
10053,67854
10056,48857
10059,71218
10063,40000
10067,44642
10070,55999
10074,61714
10076,47319
10089,56469
10092,53977
10093,67856
10100,54398
10103,68158
10110,46836
10112,49500
10114,49593
10115,40000
10118,40000
10119,53551
10120,46292
10121,43772
10129,40000
10132,61590
10133,40000
10137,40000
10151,90741
10153,54246
10155,40040
10158,40725
10164,52043
10165,43991
10170,47183
10171,41311
10173,85757
10174,59520
10182,40380
10186,40000
10187,71454
10188,62365
10194,64941
10199,42042
10200,46879
10210,40000
10212,65938
10213,40000
10216,40000
10220,58883
10224,40000
10227,53497
10230,47531
10236,80469
10240,73874
10241,40000
10246,40000
10252,40000
10255,63822
10259,88991
10261,40000
10265,46382
10275,40000
10277,59534
10282,40000
10284,40000
10296,77788
10308,59715
10313,60589
10318,73259
10319,84162
10326,40000
10330,86545
10332,52133
10334,40000
10337,56061
10344,53087
10346,78088
10348,40000
10349,47518
10352,40000
10354,60762
10371,61475
10372,54505
10373,53305
10375,93329
10379,40000
10380,76387
10382,45785
10383,47452
10384,43270
10385,40000
10393,40000
10397,40529
10400,63746
10402,40000
10403,83609
10407,62565
10415,50219
10417,78571
10418,52224
10420,69604
10425,40000
10432,40000
10435,45352
10436,40000
10439,62401
10446,48170
10447,40000
10451,46275
10452,40000
10458,76973
10462,40000
10465,59124
10467,79905
10469,42697
10470,49593
10472,48561
10474,43948
10481,40000
10484,40000
10486,71692
10490,62973
10493,43998
10495,75661
10497,63707
10498,40000
10507,40000
10516,74920
10520,40000
10521,91262
10535,47272
10539,102092
10551,53473
10560,40000
10562,59596
10570,80145
10574,40000
10575,40523
10577,48286
10579,61438
10580,40000
10584,66898
10586,47541
10587,81562
10589,57215
10590,51930
10594,40000
10597,64739
10606,40000
10608,40000
10611,40000
10613,40000
10616,87010
10623,60268
10624,40000
10627,40000
10637,103579
10640,65156
10650,43591
10653,40000
10654,49062
10655,82968
10656,40658
10657,52462
10665,40000
10670,74595
10682,40000
10684,45861
10685,60601
10688,88410
10693,40000
10694,53020
10702,46581
10710,78877
10713,70575
10715,42323
10719,40000
10728,40000
10729,40000
10735,40000
10740,62138
10745,40000
10746,40000
10751,50052
10761,49974
10775,43898
10777,40000
10782,40000
10784,43003
10786,40000
10787,51707
10792,63324
10793,40000
10795,84206
10797,41005
10799,50539
10802,40000
10805,48778
10809,40485
10815,40000
10823,40000
10829,40000
10832,69585
10834,53869
10841,40000
10844,40000
10849,66065
10855,40000
10858,47847
10859,65600
10863,47486
10865,76287
10874,56071
10875,40000
10877,52537
10879,65651
10888,44183
10891,40000
10892,40000
10895,67103
10897,92925
10898,57590
10905,40000
10909,80935
10911,78637
10918,59521
10919,88498
10920,40000
10925,40000
10929,40000
10930,53785
10931,63662
10935,52007
10938,68677
10939,44203
10949,58253
10950,40000
10951,40000
10956,40000
10958,56563
10960,60491
10967,40000
10970,40000
10971,52453
10974,56005
10975,40000
10978,48115
10984,46645
10987,46108
10988,54174
10989,46406
10991,55946
10993,40000
10996,43564
11000,54654
11001,47199
11002,49909
11011,58931
11016,56498
11021,62670
11023,46292
11026,54590
11027,40000
11029,90110
11031,71654
11032,40000
11034,40000
11035,62108
11039,40000
11041,55068
11063,40000
11067,40000
11075,76877
11078,52797
11084,52121
11088,40000
11090,42025
11092,78588
11096,62132
11100,40000
11115,45364
11124,66045
11130,43172
11140,40000
11153,40000
11155,85737
11163,64988
11168,72944
11172,73262
11176,58670
11179,40069
11182,63677
11185,40000
11188,69516
11191,41001
11192,40000
11194,68149
11195,52089
11198,51071
11200,65008
11206,68802
11211,72668
11216,63757
11217,40000
11218,40000
11221,47184
11222,73559
11226,67366
11229,48214
11230,54402
11234,60412
11236,56204
11241,55964
11242,51852
11260,40000
11268,40000
11272,89679
11276,40000
11278,40000
11286,75397
11288,60782
11296,40000
11297,40000
11298,77952
11299,40000
11308,44014
11309,40000
11310,79768
11313,55301
11314,40000
11315,84316
11319,40000
11321,40783
11323,40000
11325,62458
11329,58591
11330,68922
11336,71404
11344,44490
11346,66099
11350,48090
11355,83126
11358,57117
11373,45912
11387,41824
11397,40000
11404,42907
11408,65600
11413,40220
11421,52416
11424,40000
11428,40000
11429,78620
11431,44804
11436,67921
11442,40000
11446,40000
11449,61434
11460,45712
11462,74001
11463,40000
11465,40000
11469,44625
11470,54614
11474,59016
11476,56449
11481,42627
11486,107118
11500,53141
11504,68510
11517,54453
11521,67809
11527,60212
11528,44026
11532,40000
11537,96023
11538,40000
11548,40000
11549,47524
11551,63612
11559,79916
11565,40000
11567,86261
11571,40000
11573,46194
11574,40000
11575,50896
11584,54421
11586,85929
11589,58444
11590,40000
11591,40000
11593,40000
11594,47334
11595,68224
11597,43205
11601,40000
11615,46591
11620,40000
11623,67994
11624,42001
11626,40000
11630,48782
11632,73029
11639,44728
11640,52520
11641,53327
11642,40000
11646,55411
11651,57164
11653,42624
11657,40000
11658,50087
11665,40000
11668,81323
11673,40000
11688,62954
11692,61845
11694,40000
11704,48727
11706,61482
11707,55379
11715,48995
11719,76415
11723,91895
11725,41545
11726,46017
11727,54335
11729,75926
11730,97213
11731,40000
11733,46092
11736,44127
11738,58432
11739,43666
11744,40000
11745,48355
11746,55951
11747,90239
11755,56874
11757,40000
11759,40000
11760,40000
11764,64875
11766,40000
11769,40000
11771,40000
11772,61295
11780,49009
11784,58447
11787,40000
11792,40000
11795,40000
11796,63002
11806,45424
11810,41256
11815,52239
11817,50638
11819,59829
11824,41033
11829,40000
11830,67232
11834,84003
11835,40000
11836,40000
11838,68674
11842,40000
11846,53448
11851,41508
11853,61941
11857,94805
11861,66619
11867,53552
11869,62968
11870,92890
11881,76541
11892,50901
11898,43347
11901,78197
11902,40000
11908,79580
11909,48724
11912,49842
11914,40000
11915,58042
11919,40000
11920,69818
11921,45865
11923,40000
11928,40000
11943,68057
11946,66544
11949,40000
11954,81841
11957,58955
11963,40000
11964,71667
11965,57709
11971,40000
11973,40000
11976,70345
11983,40000
11985,40000
11987,40000
11988,57652
11990,63106
11994,49761
11995,55714
11996,52870
12001,71467
12008,68535
12009,55614
12012,72898
12017,50760
12018,46011
12020,73508
12026,76571
12027,45038
12029,41474
12030,40000
12031,51383
12032,40000
12040,64813
12041,65814
12048,56508
12049,46155
12051,49750
12054,67400
12062,44199
12065,51884
12073,40000
12074,40000
12075,40000
12076,75381
12083,56808
12084,40000
12086,66388
12088,69081
12106,40000
12111,47294
12112,76538
12117,40000
12120,71783
12121,53929
12125,41215
12127,66740
12128,81527
12130,59494
12131,40000
12133,40000
12140,40000
12141,53897
12142,48378
12145,40000
12148,42040
12149,109934
12150,48057
12157,40000
12159,61210
12161,40000
12169,40000
12170,40000
12172,40000
12175,42918
12176,40000
12177,50570
12182,81444
12183,40000
12184,77277
12186,70221
12188,47964
12192,41625
12193,40000
12196,41979
12199,99287
12202,40000
12203,56668
12207,40000
12208,63683
12219,57507
12220,53075
12221,56736
12222,55840
12223,54459
12227,40000
12235,100755
12237,59019
12238,40000
12243,40785
12244,40000
12251,83518
12254,44848
12262,49633
12263,53078
12264,51816
12265,40000
12266,45079
12268,48612
12273,90736
12274,40000
12277,43960
12278,40000
12280,58288
12282,40000
12283,57626
12289,41606
12292,57645
12302,40000
12310,62984
12312,52344
12314,40000
12334,40000
12335,40000
12336,40000
12353,40000
12362,50058
12365,40000
12374,80760
12376,57632
12379,43508
12390,75856
12392,40000
12395,66909
12399,85582
12400,94617
12405,40000
12407,40000
12410,40000
12414,69837
12417,67342
12418,61035
12426,40000
12428,40000
12432,47127
12436,51913
12439,48780
12443,40000
12446,49739
12450,40000
12456,57204
12464,50448
12467,40000
12475,40000
12476,40000
12477,49358
12481,40000
12482,45647
12484,57031
12485,50468
12490,40000
12502,40000
12505,40423
12512,40000
12513,61033
12515,50655
12519,60454
12522,47733
12527,52695
12533,48659
12547,40000
12548,55789
12551,40000
12552,91393
12560,45562
12565,82557
12577,54569
12578,40000
12579,40000
12585,47222
12588,49125
12589,59441
12593,64244
12595,64989
12598,81715
12601,41714
12602,44211
12609,40000
12611,40000
12625,62245
12626,61375
12629,68257
12630,41052
12638,56677
12640,75062
12652,78209
12654,40662
12665,68848
12666,40000
12670,45281
12677,63890
12684,80980
12686,40000
12687,78376
12690,80991
12692,52983
12697,40000
12698,77063
12700,40000
12701,65748
12707,53664
12711,48648
12717,53194
12720,64244
12726,61177
12727,44137
12730,40000
12739,69468
12745,40000
12747,40000
12750,68045
12753,47071
12757,62910
12764,54850
12772,40000
12774,40000
12778,40000
12781,58536
12783,67257
12787,59387
12789,41358
12790,87760
12793,59528
12794,58039
12809,47707
12810,46737
12811,40000
12814,46936
12817,67294
12818,76878
12822,41976
12827,44277
12829,51521
12830,58179
12832,48774
12838,40000
12843,40000
12849,40000
12855,40000
12862,54753
12863,62803
12869,61803
12873,81593
12879,40000
12880,83580
12899,40000
12902,49761
12903,74694
12904,49424
12911,59598
12915,55723
12921,40000
12929,68769
12937,59206
12941,67069
12943,61658
12949,40000
12952,64675
12957,57956
12958,72705
12966,65434
12971,56293
12976,61518
12977,61326
12980,40000
12984,40000
12985,61033
12995,40000
12996,59466
12997,46711
13001,40000
13002,40935
13007,52406
13011,51216
13014,40000
13017,40000
13020,45178
13029,54775
13032,41509
13034,77736
13040,49082
13041,71571
13042,64863
13046,40000
13047,52323
13048,40000
13055,40000
13066,40000
13080,57268
13081,79580
13083,64283
13087,40000
13088,43311
13093,75658
13099,51199
13102,69629
13107,79309
13109,49075
13113,66941
13115,75249
13116,76318
13123,40000
13125,75409
13131,69724
13133,67777
13134,51227
13138,82665
13144,52825
13151,53066
13153,48334
13162,70882
13164,40000
13165,42796
13168,49210
13170,49012
13173,46354
13178,91979
13179,90233
13181,50325
13184,40000
13189,40000
13197,93225
13200,50821
13203,40000
13206,44383
13208,56446
13209,40000
13210,83961
13211,55309
13212,94677
13221,47724
13225,45517
13229,40000
13236,84241
13240,49018
13245,44549
13246,83156
13248,72379
13254,52040
13256,54810
13260,40000
13274,52953
13275,41390
13281,40000
13282,45990
13287,54988
13288,40000
13289,67663
13291,54720
13294,57991
13296,53282
13298,40000
13299,40000
13301,46013
13310,40000
13315,40000
13317,62834
13319,59100
13321,59560
13324,43599
13326,40000
13327,40000
13334,66315
13337,40000
13346,40000
13353,40000
13367,40000
13372,70536
13373,82749
13381,66122
13382,49007
13386,91420
13387,68936
13393,46332
13395,53988
13403,101800
13404,96888
13407,60348
13409,43210
13414,84056
13418,40000
13421,40000
13427,50468
13437,40492
13438,48491
13441,40000
13443,40000
13445,53194
13451,40000
13454,47898
13459,40000
13461,48323
13464,45562
13469,56090
13471,46217
13474,59495
13477,40000
13480,85965
13481,40000
13485,52116
13489,75204
13492,44883
13493,40000
13495,62817
13496,91365
13498,48744
13499,40000
13502,40000
13506,46814
13515,79720
13524,52849
13526,59090
13527,52381
13529,62146
13530,54524
13532,80543
13533,40000
13535,40000
13544,91559
13547,55412
13553,66601
13555,106564
13560,40000
13567,71269
13569,58317
13576,73022
13578,62885
13579,47468
13582,65494
13585,40000
13587,40000
13594,52441
13598,76264
13600,40000
13604,66944
13605,70404
13610,40000
13614,44598
13620,55563
13627,40000
13636,40986
13642,45456
13647,40000
13650,62751
13657,40000
13664,46752
13665,66356
13674,56639
13677,45989
13678,40000
13679,40000
13680,46968
13681,40000
13685,48322
13686,48464
13687,41205
13689,56932
13691,40000
13694,69534
13709,58413
13712,40000
13729,40000
13732,46179
13735,40000
13736,79413
13745,40000
13746,40000
13748,60595
13756,43407
13758,66365
13768,40000
13770,69874
13782,50110
13791,40000
13793,54473
13795,49749
13796,50962
13799,40000
13807,64287
13820,40000
13822,40000
13829,40000
13843,43189
13844,41488
13848,83567
13849,40000
13853,61615
13861,42013
13869,52114
13873,54038
13879,46501
13880,40021
13881,52487
13890,60611
13891,62991
13893,40000
13899,40000
13901,48879
13908,40000
13909,42656
13920,40000
13933,40000
13939,40000
13947,67098
13952,44224
13953,40291
13955,43092
13961,54364
13962,67965
13963,50425
13965,40000
13966,40000
13975,76649
13976,54806
13982,51178
13984,58469
13985,54943
13987,49919
13995,60638
13999,40000
14000,56808
14008,50118
14009,77657
14011,50800
14012,40000
14020,51807
14028,69394
14034,69700
14040,40000
14041,63235
14046,60312
14052,47417
14055,49437
14057,40000
14070,40000
14077,57835
14079,40000
14087,51057
14098,87963
14099,44768
14105,76767
14111,52696
14127,50454
14131,62662
14133,56719
14135,43550
14136,48379
14138,40000
14144,62278
14149,40193
14157,43647
14161,55376
14163,66601
14166,40000
14168,40000
14170,74473
14172,61519
14174,40000
14176,51872
14177,57052
14179,49505
14181,48774
14185,49283
14187,54546
14191,40155
14200,52225
14204,40000
14210,48391
14212,75723
14229,62602
14237,57219
14240,42899
14241,55280
14248,40000
14251,40000
14253,40000
14260,40000
14263,44656
14268,45915
14271,40000
14274,79118
14275,94782
14279,40000
14286,51489
14287,45483
14292,41846
14293,40000
14296,43704
14299,76395
14300,60303
14302,45483
14307,53343
14310,40000
14312,52902
14318,59560
14321,83644
14322,50363
14323,40000
14326,51046
14337,40000
14338,42092
14339,63356
14344,41979
14350,75974
14351,40000
14357,68812
14367,41169
14368,40000
14369,43031
14374,61101
14379,40000
14384,58260
14386,46908
14392,40000
14397,65369
14403,47194
14406,74442
14412,40000
14416,57166
14418,61764
14427,40000
14436,65830
14438,72880
14441,40000
14448,40000
14457,52732
14462,84769
14468,56807
14473,40000
14474,40000
14477,40000
14480,72283
14483,40000
14493,74530
14501,63646
14504,40000
14505,40000
14506,56270
14507,78638
14508,103452
14512,59789
14517,40000
14518,64238
14525,40000
14530,40000
14531,53755
14543,40000
14546,58516
14547,73630
14552,40000
14559,86305
14562,41572
14573,40000
14578,40000
14580,59740
14589,40000
14591,58271
14592,40000
14595,70860
14598,40000
14603,55369
14604,61809
14609,45148
14612,54396
14626,40000
14628,67387
14645,45647
14650,40000
14660,64187
14666,50194
14667,43032
14669,40000
14670,40000
14674,40000
14676,67712
14677,40000
14681,62865
14683,41107
14684,68504
14689,40000
14695,40000
14703,40721
14707,85987
14713,58566
14716,53864
14717,45421
14721,73956
14724,66530
14725,47976
14726,40000
14730,56267
14738,49030
14740,56887
14753,40000
14754,55365
14760,40000
14761,88993
14766,47640
14770,51095
14776,49455
14777,60709
14779,40000
14783,105389
14785,46936
14787,60456
14793,47045
14794,40000
14797,40707
14807,95008
14809,40000
14810,53427
14816,40000
14818,40000
14819,45354
14831,40000
14832,48433
14834,40818
14835,47659
14839,40000
14848,44654
14850,42867
14853,58311
14855,52202
14857,40000
14862,40000
14868,40000
14871,72116
14874,40000
14878,40000
14880,40000
14881,67611
14884,58695
14886,60254
14899,64365
14901,46606
14905,41067
14906,54758
14907,69351
14908,40000
14911,62738
14912,58136
14933,40000
14935,77283
14938,58321
14941,43608
14942,40000
14947,46447
14948,71366
14954,43510
14956,41528
14960,56086
14961,40000
14962,40000
14964,40000
14972,40000
14978,75352
14989,42594
14990,66973
14995,45878
15005,50368
15008,40000
15014,40000
15016,40000
15018,40668
15019,41721
15024,40000
15025,57957
15028,40000
15030,40000
15031,41983
15034,40000
15039,106956
15040,61539
15041,46185
15045,55361
15055,40000
15056,59658
15061,61450
